Grade,Subject,Domain,Topic,code,altered_code,desc,NYcode,NYdesc,CAcode,CAdesc,IDcode,IDdesc,OHcode,OHdesc,NJcode,NJdesc,MAcode,MAdesc,MEcode,MEdesc,NHcode,NHdesc,VTcode,VTdesc,CTcode,CTdesc,RIcode,RIdesc,DEcode,DEdesc,MDcode,MDdesc,WIcode,WIdesc,ILcode,ILdesc,WAcode,WAdesc,WYcode,WYdesc,LAcode,LAdesc,NVcode,NVdesc,HIcode,HIdesc,MTcode,MTdesc,ORcode,ORdesc,COcode,COdesc,KYcode,KYdesc,ARcode,ARdesc,KScode,KSdesc,MIcode,MIdesc,SDcode,SDdesc,NDcode,NDdesc,NMcode,NMdesc,UTcode,UTdesc,AKcode,AKdesc
1,ELA,Reading Literature,Key Ideas and Details,RL.1.2,RL.1.2,"Retell stories, including key details, and demonstrate understanding of their central message or lesson.",RL.1.2,,RL.1.2,"Retell stories, including key details, and demonstrate understanding of their central message or lesson.",RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,RL.1.2,,,,RL.1.2,,,,RL.1.2,,RL.1.2,,RL.1.2,,1.RL.2,,RL.1.2,,RL.1.2,,RL.1.2,,,
1,ELA,Reading Literature,Key Ideas and Details,RL.1.3,RL.1.3,"Describe characters, settings, and major events in a story, using key details.",RL.1.3,,RL.1.3,"Describe characters, settings, and major events in a story, using key details.",RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,RL.1.3,,,,RL.1.3,,,,RL.1.3,,RL.1.3,,RL.1.3,,1.RL.3,,RL.1.3,,RL.1.3,,RL.1.3,,,
1,ELA,Language,Knowledge of Language,L.1.3,L.1.3,(Begins in grade 2),L.1.3,,L.1.3,(Begins in grade 2),L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,L.1.3,,,,L.1.3,,,,L.1.3,,L.1.3,,L.1.3,,1.L.3,,L.1.3,,L.1.3,,L.1.3,,,
1,Math,Measurement And Data,Measure Lengths Indirectly And By Iterating Length Units.,1.MD.A.1,1.MD.A.1,Order three objects by length; compare the lengths of two objects indirectly by using a third object.,1.MD.1,,,,1.MD.A.1,,1.MD.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,M.1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.1,,1.GM.B.4,,1.MD.A.1,,KY.1.MD.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.A.1,,1.MD.1,,1.MD.A.1,,1.MD.1,,1.MD.A.1,
1,Math,Measurement And Data,Measure Lengths Indirectly And By Iterating Length Units.,1.MD.A.2,1.MD.A.2,"Express the length of an object as a whole number of length units, by laying multiple copies of a shorter object (the length unit) end to end; understand that the length measurement of an object is the number of same-size length units that span it with no gaps or overlaps. Limit to contexts where the object being measured is spanned by a whole number of length units with no gaps or overlaps.",1.MD.2,,,,1.MD.A.2,,1.MD.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,M.1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.2,,1.GM.B.5,,1.MD.A.2,,KY.1.MD.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.A.2,,1.MD.2,,1.MD.A.2,,1.MD.2,,1.MD.A.2,
1,ELA,Reading: Foundational Skills,Phonics and Word Recognition,RF.1.3,RF.1.3,Know and apply grade-level phonics and word analysis skills in decoding words.,RF.1.3,,RF.1.3,Know and apply grade-level phonics and word analysis skills in decoding words both in isolation and in text. CA a. Know the spelling-sound correspondences for common consonant digraphs. b. Decode regularly spelled one-syllable words. c. Know final -e and common vowel team conventions for representing long vowel sounds. d. Use knowledge that every syllable must have a vowel sound to determine the number of syllables in a printed word. e. Decode two-syllable words following basic patterns by breaking the words into syllables. f. Read words with inflectional endings. g. Recognize and read grade-appropriate irregularly spelled words.,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,RF.1.3,,,,RF.1.3,,,,RF.1.3,,RF.1.3,,RF.1.3,,1.RF.3,,RF.1.3,,RF.1.3,,RF.1.3,,,
1,ELA,Reading: Foundational Skills,Phonological Awareness,RF.1.2,RF.1.2,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes).",RF.1.2,,RF.1.2,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes). a. Distinguish long from short vowel sounds in spoken single-syllable words. b. Orally produce single-syllable words by blending sounds (phonemes), including consonant blends. c. Isolate and pronounce initial, medial vowel, and final sounds (phonemes) in spoken single-syllable words. d. Segment spoken single-syllable words into their complete sequence of individual sounds (phonemes).",RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,RF.1.2,,,,RF.1.2,,,,RF.1.2,,RF.1.2,,RF.1.2,,1.RF.2,,RF.1.2,,RF.1.2,,RF.1.2,,,
1,ELA,Speaking & Listening,Presentation of Knowledge and Ideas,SL.1.4,SL.1.4,"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly.",SL.1.4,,SL.1.4,"Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly. a. Memorize and recite poems, rhymes, and songs with expression. CA",SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,SL.1.4,,,,SL.1.4,,,,SL.1.4,,SL.1.4,,SL.1.4,,1.SL.4,,SL.1.4,,SL.1.4,,SL.1.4,,,
1,ELA,Speaking & Listening,Presentation of Knowledge and Ideas,SL.1.5,SL.1.5,"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings",SL.1.5,,SL.1.5,"Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.",SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,SL.1.5,,,,SL.1.5,,,,SL.1.5,,SL.1.5,,SL.1.5,,1.SL.5,,SL.1.5,,SL.1.5,,SL.1.5,,,
1,ELA,Speaking & Listening,Presentation of Knowledge and Ideas,SL.1.6,SL.1.6,Produce complete sentences when appropriate to task and situation.,SL.1.6,,SL.1.6,Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 for specific expectations.),SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,SL.1.6,,,,SL.1.6,,,,SL.1.6,,SL.1.6,,SL.1.6,,1.SL.6,,SL.1.6,,SL.1.6,,SL.1.6,,,
1,ELA,Reading: Foundational Skills,Print Concepts,RF.1.1,RF.1.1,Demonstrate understanding of the organization and basic features of print.,RF.1.1,,RF.1.1,"Demonstrate understanding of the organization and basic features of print. a. Recognize the distinguishing features of a sentence (e.g., first word, capitalization, ending punctuation).",RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,RF.1.1,,,,RF.1.1,,,,RF.1.1,,RF.1.1,,RF.1.1,,1.RF.1,,RF.1.1,,RF.1.1,,RF.1.1,,,
1,ELA,Writing,Production and Distribution of Writing,W.1.5,W.1.5,"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.",W.1.5,,W.1.5,"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed.",W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,W.1.5,,,,W.1.5,,,,W.1.5,,W.1.5,,W.1.5,,1.W.5,,W.1.5,,W.1.5,,W.1.5,,,
1,ELA,Writing,Production and Distribution of Writing,W.1.6,W.1.6,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",W.1.6,,W.1.6,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers.",W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,W.1.6,,,,W.1.6,,,,W.1.6,,W.1.6,,W.1.6,,1.W.6,,W.1.6,,W.1.6,,W.1.6,,,
1,ELA,Reading: Informational Text,Range of Reading and Level of Text Complexity,RI.1.10,RI.1.10,"With prompting and support, read informational texts appropriately complex for grade 1.",RI.1.10,,RI.1.10,"With prompting and support, read informational texts appropriately complex for grade 1. a. Activate prior knowledge related to the information and events in a text. CA b. Confirm predictions about what will happen next in a text. CA",RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,RI.1.10,,,,RI.1.10,,,,RI.1.10,,RI.1.10,,RI.1.10,,1.RI.10,,RI.1.10,,RI.1.10,,RI.1.10,,,
1,ELA,Reading literature,Range of Reading and Level of Text Complexity,RL.1.10,RL.1.10,"With prompting and support, read prose and poetry of appropriate complexity for grade 1.",,,RL.1.10,"With prompting and support, read prose and poetry of appropriate complexity for grade 1. a. Activate prior knowledge related to the information and events in a text. CA b. Confirm predictions about what will happen next in a text. CA",RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,RL.1.10,,,,RL.1.10,,,,RL.1.10,,RL.1.10,,RL.1.10,,1.RL.10,,RL.1.10,,RL.1.10,,RL.1.10,,,
1,Math,Geometry,Reason With Shapes And Their Attributes,1.G.A.1,1.G.A.1,"Distinguish between defining attributes (e.g., triangles are closed and three-sided) versus non-defining attributes (e.g., color, orientation, overall size); for a wide variety of shapes; build and draw shapes to possess defining attributes.",1.G.1,,,,1.G.A.1,,1.G.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,M.1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.1,,1.GM.A.1,,1.G.A.1,,KY.1.G.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.1,,1.G.A.1,,1.G.1,,1.G.A.1,
1,Math,Geometry,Reason With Shapes And Their Attributes,1.G.A.1,1.G.A.1,"Distinguish between defining attributes (e.g., triangles are closed and three-sided) versus non-defining attributes (e.g., color, orientation, overall size); for a wide variety of shapes; build and draw shapes to possess defining attributes.",1.G.1,,,,1.G.A.1,,1.G.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,M.1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.1,,2021),,1.G.A.1,,KY.1.G.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.A.1,,1.G.1,,1.G.A.1,,1.G.1,,1.G.A.1,
1,Math,Geometry,Reason With Shapes And Their Attributes,1.G.A.2,1.G.A.2,"Compose two-dimensional shapes (rectangles, squares, trapezoids, triangles, half-circles, and quarter-circles) or three-dimensional shapes (cubes, right rectangular prisms, right circular cones, and right circular cylinders) to create a composite shape, and compose new shapes from the composite shape.",1.G.2,,,,1.G.A.2,,1.G.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,M.1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.2,,1.GM.A.2,,1.G.A.2,,KY.1.G.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.A.2,,1.G.2,,1.G.A.2,,1.G.2,,1.G.A.2,
1,Math,Geometry,Reason With Shapes And Their Attributes,1.G.A.3,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words halves, fourths, and quarters, and use the phrases half of, fourth of, and quarter of. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",1.G.3,,,,1.G.A.3,,1.G.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,M.1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.3,,1.GM.A.3,,1.G.A.3,,KY.1.G.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.A.3,,1.G.3,,1.G.A.3,,1.G.3,,1.G.A.3,
1,Math,Measurement And Data,Represent And Interpret Data,1.MD.C.4,1.MD.C.4,"Organize, represent, and interpret data with up to three categories; ask and answer questions about the total number of data points, how many in each category, and how many more or less are in one category than in another.",1.MD.4,,,,1.MD.C.4,,1.MD.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,M.1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.4,,,,1.MD.C.4,,KY.1.MD.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.C.4,,1.MD.4,,1.MD.C.4,,1.MD.4,,1.MD.C.4,
1,Math,Operations And Algebraic Thinking,Represent And Solve Problems Involving Addition And Subtraction,1.OA.A.1,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",1.OA.1,,,,1.OA.A.1,,1.OA.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,M.1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.1,,1.OA.A.1,,1.OA.A.1,,KY.1.OA.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.A.1,,1.OA.1,,1.OA.A.1,,1.OA.1,,1.OA.A.1,
1,Math,Operations And Algebraic Thinking,Represent And Solve Problems Involving Addition And Subtraction,1.OA.A.2,1.OA.A.2,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",1.OA.2,,,,1.OA.A.2,,1.OA.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,M.1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.2,,1.OA.A.2,,1.OA.A.2,,KY.1.OA.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.A.2,,1.OA.2,,1.OA.A.2,,1.OA.2,,1.OA.A.2,
1,ELA,Writing,Research to Build and Present Knowledge,W.1.7,W.1.7,"Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).",W.1.7,,W.1.7,"Participate in shared research and writing projects (e.g., explore a number of ""how-to"" books on a given topic and use them to write a sequence of instructions).",W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,W.1.7,,,,W.1.7,,,,W.1.7,,W.1.7,,W.1.7,,1.W.7,,W.1.7,,W.1.7,,W.1.7,,,
1,ELA,Writing,Research to Build and Present Knowledge,W.1.8,W.1.8,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.",W.1.8,,W.1.8,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.",W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,W.1.8,,,,W.1.8,,,,W.1.8,,W.1.8,,W.1.8,,1.W.8,,W.1.8,,W.1.8,,W.1.8,,,
1,ELA,Reading Standards for Literature,Responding to Literature,,RL.1.11,,RL.1.11,"Make connections between self, text, and the world around them (text, media, social interaction).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..,,,,,,,,,
1,Math,Measurement And Data,Tell And Write Time and Money.,1.MD.B.3,1.MD.B.3,Tell and write time in hours and half-hours using analog and digital clocks.,1.MD.3,"Tell and write time in hours and half-hours using analog and digital clocks. Recognize and identify coins, their names, and their value.",,,1.MD.B.3,,1.MD.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,M.1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.3,,,,1.MD.B.3,,KY.1.MD.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.B.3,,1.MD.3,,1.MD.B.3,,1.MD.3,,1.MD.B.3,
1,ELA,Writing,Text Types and Purposes,W.1.1,W.1.1,"Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.",W.1.1,,W.1.1,"Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure.",W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,W.1.1,,,,W.1.1,,,,W.1.1,,W.1.1,,W.1.1,,1.W.1,,W.1.1,,W.1.1,,W.1.1,,,
1,ELA,Writing,Text Types and Purposes,W.1.2,W.1.2,"Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.",W.1.2,,W.1.2,"Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure.",W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,W.1.2,,,,W.1.2,,,,W.1.2,,W.1.2,,W.1.2,,1.W.2,,W.1.2,,W.1.2,,W.1.2,,,
1,ELA,Writing,Text Types and Purposes,W.1.3,W.1.3,"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure.",W.1.3,,W.1.3,"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure.",W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,W.1.3,,,,W.1.3,,,,W.1.3,,W.1.3,,W.1.3,,1.W.3,,W.1.3,,W.1.3,,W.1.3,,,
1,Math,Operations And Algebraic Thinking,Understand And Apply Properties Of Operations And The Relationship Between Addition And Subtraction.,1.OA.B.3,1.OA.B.3,"Apply properties of operations as strategies to add and subtract. Examples: If 8 + 3 = 11 is known, then 3 + 8 = 11 is also known. (Commutative property of addition.) To add 2 + 6 + 4, the second two numbers can be added to make a ten, so 2 + 6 + 4 = 2 + 10 = 12. (Associative property of addition.)",1.OA.3,,,,1.OA.B.3,,1.OA.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,M.1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.3,,1.OA.B.3,,1.OA.B.3,,KY.1.OA.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.B.3,,1.OA.3,,1.OA.B.3,,1.OA.3,,1.OA.B.3,
1,Math,Operations And Algebraic Thinking,Understand And Apply Properties Of Operations And The Relationship Between Addition And Subtraction.,1.OA.B.4,1.OA.B.4,"Understand subtraction as an unknown-addend problem. For example, subtract 10 - 8 by finding the number that makes 10 when added to 8.",1.OA.4,,,,1.OA.B.4,,1.OA.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,M.1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.4,,1.OA.B.4,,1.OA.B.4,,KY.1.OA.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.B.4,,1.OA.4,,1.OA.B.4,,1.OA.4,,1.OA.B.4,
1,Math,Number And Operations In Base Ten,Understand Place Value,1.NBT.B.2,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,1.NBT.2,,,,1.NBT.B.2,,1.NBT.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,M.1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.2,,1.NBT.B.2,,1.NBT.B.2,,KY.1.NBT.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.B.2,,1.NBT.2,,1.NBT.B.2,,1.NBT.2,,1.NBT.B.2,
1,Math,Number And Operations In Base Ten,Understand Place Value,1.NBT.B.3,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",1.NBT.3,,,,1.NBT.B.3,,1.NBT.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,M.1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.3,,1.NBT.B.3,,1.NBT.B.3,,KY.1.NBT.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.B.3,,1.NBT.3,,1.NBT.B.3,,1.NBT.3,,1.NBT.B.3,
1,Math,Number And Operations In Base Ten,Use Place Value Understanding And Properties Of Operations To Add And Subtract,1.NBT.C.6,1.NBT.C.6,"Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",1.NBT.6,,,,1.NBT.C.6,,1.NBT.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,M.1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.6,,1.NBT.C.6,,1.NBT.C.6,,KY.1.NBT.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.C.6,,1.NBT.6,,1.NBT.C.6,,1.NBT.6,,1.NBT.C.6,
1,Math,Number And Operations In Base Ten,Use Place Value Understanding And Properties Of Operations To Add And Subtract.,1.NBT.C.4,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",1.NBT.4,,,,1.NBT.C.4,,1.NBT.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,M.1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.4,,1.NBT.C.4,,1.NBT.C.4,,KY.1.NBT.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.C.4,,1.NBT.4,,1.NBT.C.4,,1.NBT.4,,1.NBT.C.4,
